0,0,0,0,0.138180580278714,0,0.147794685385445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164700775459422,0,0.133163223184967,0,0.22129214020118,0.146379753707241,0,0.189541028684642,0.187547528703433,0.484875540121566,0,0.383121357490774,0.350530225623319,0,0,0.14371876995766,0.172713864853476,0.163102862855936,0,0,0.116843408541106,0,0,0,0,0,0,0,0.196090030745799,0,0,0,0,0,0,0,0,0,0.622057889721057,0,0,0,0,0,0,0,0.189450276317169,0,0,0.507572118488169,0,0,0.590854620426203,0.182909848089985,0
0,0,0,0,0,0,0,0.112031251915053,15.75,0.442366805041585,0,0.611295405753147,0,0,0,0,0.133570793081401,0.168480069047827,0,0,0,0,0.142971555150487,0,0,0,0,0,0,0,0,0,0.18153068322266,0,0,0,0,0,0.411155308191215,0,0,0,0,0.140049918588414,0,0,0.201117100561336,0,0,0,0,0,0,0,0,0,0,0,0.446428652590949,0,0,0,0.267769954697016,0,0.29753394042049,0.206152107492742,0,0,0,0,0,0,0,0,0
0,0,0,0.273453656347869,0,1.12862544321736,0.343599609692603,0,0,0,0,0,3.92747237041469,0,0,0.201242888885013,0,0,0,0.880973258161819,0.215143059872572,0,0.218982539046179,0,0.619146010077506,0,0,0,0,0,0,0,0.155389131170921,0,0,0,0,0,0,0.182278738290118,0,0,0,0,1.7834970626492,0.193416018615215,0,0.242711470715175,0,0,0,0.333144381823635,0,0.394551365111025,0,0.315227314192094,0,0.200345921553055,0,0.285734498706006,0.16838444988431,0,0,0,0,0,0,0,0,0.47342968781147,0,0,0,0,0
0,0,0.273453656347869,0,0,0.302699219189215,0,0.965217966562226,0.215975570542577,0,0.220446332373609,0,0,0,0,0.170829531941059,0,0,0,0,0,0,1.54871196478235,0.20253009811661,0,0,0,0.256551704772092,0,0,0.214674657220726,0.23163367448777,0,0.169216628223687,0,0,0,0,0.436290562524932,0,0,0,0.934996561347265,0.382351855153923,0,0.454274915014611,0.220309335051438,0.627990800368405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832899686202958,0,0,0,0,0,0,0,0,0,0
0.138180580278714,0,0,0,0,0,0,0,0,0,0,0,0,0.179861450742414,0,0,0,0,0,0,0,0,0,0,0,0.13082971889965,0,0,0,0.437091857726097,0,0.123745765438556,0,0,0,0.110095610064849,7.71428571428571,0,0,0,0,0,0,0.633326415150523,0.117761649893741,0,0,0.225559504568832,0.229467772106417,0.16209286194522,0,0,0,0.191959592086332,0,0,0,0,0.289463963713923,0,0,0.524643571084674,0,0,0,0,0.15832544815528,0,0.115928995627594,0,0.171874844224281,0,0,0.175093347469776,0.155030319005032
0,0,1.12862544321736,0.302699219189215,0,0,0,0,0,0.766708688532476,0,0.507655891164138,0.264512494476134,0,0,0,0,0,0,0.21894679480372,0,1.00006809555127,0,0,0,0,0.202919535833852,0.184528347310544,0.534938663312544,0,0,0,0,0,0.271013317025286,0,0,0,0,0,0.216417282737084,0.489637853283831,2.94629866337276,0,0.807397009644501,0,0.241777590829469,0,0,0.24151663823049,0,0,0.190176468391478,0,0,0,0.190616659491001,0.237330984204567,0,0,0,0,0,0,0.313550352852332,0,1.04541376130468,0,0,0,0,0,0,0,0
0.147794685385445,0,0.343599609692603,0,0,0,0,0,0,0.51186795518031,0,0.53167820656338,0,0,0.40140702043939,0.169781304745281,0,0,0,0.624045587642776,0,0,0,0.206931535544831,0,0,0,0,0,0.269594263937957,0,0,0,0,0.315534725530091,0,0,0.202795770516262,0.139668715999651,0,0,0,1.45160210733629,0,0,0,0.193790079386025,0,0.71642312925674,0.762887928277262,0,0,0,0.162658227522153,0.464023075625704,0,0,0.473750688288614,0.208349751759377,0.197256037231408,0,0,0,0,0.293225178427495,0,0.336209670879884,0,0.20070050060439,0,0,0,0,0.799532699135752,0.307983057945358
0,0.112031251915053,0,0.965217966562226,0,0,0,0,0,0,0.444997747546568,0,0,0,0,0,0,0.185127988730268,0.104161991311363,0,0.156351688518651,0,0,0,0.502345700148512,0,0,0,0,0,0,0,0,0,0,0.135172074179464,0,0.144126446481937,0.116156022590598,0.153588688122667,0,0.616616286338952,0,0,0,0.162057953688645,0,0,0,0,0.105514190657796,0,0,0.390576888992757,0.160255915023541,0.952114144947449,0,0,0,0,0.12038893099006,0,0,0.120439386523333,0,0,0,0,0,0.162131916916941,0.635408556821859,0,0,0,0
0,15.75,0,0.215975570542577,0,0,0,0,0,0.128548512504793,0.170485874928117,0.510792128393302,0,0,0,0,0.123107766570339,0.447637413530377,0,0,0.162789923632296,0,0.390581986375421,0,0,0,0,0,0,0,0,0,0,0.178491946057819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125080315357513,0,0,0,0,0.330449873012559,0,0,0,0,0,0.127667375308284,0,0,0,0,0,0,0.179241469919306,0.179614269300771,0.158241893279287,0,0,0,0,0,0,0
0,0.442366805041585,0,0,0,0.766708688532476,0.51186795518031,0,0.128548512504793,0,0.205582501171199,0.190437281492475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207799990006754,0.543112129142849,0,0,0,0,0,0.194433063660224,0,0,0.337446010354211,0,0.155062177304614,0.126636025053012,0.176206753054071,0.206092882802253,0.703693574314183,0,0.239228603215268,3.09921875284883,0.417756996693686,0,0,0,0,0,0.282469892401332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
